store_id,store_street,store_city,store_state,store_country,store_zipcode,latitude,longitude
24,1082 Quiet Treasure Link,Caguas,PR,Puerto Rico,725,18.20733643,-66.03705597
25,3176 Round Gate,Billings,MT,USA,59102,45.78831101,-108.5594101
26,1426 Fallen Line,Caguas,PR,Puerto Rico,725,18.26163292,-66.03705597
27,9814 Emerald Prairie Limits,Wilkes Barre,PA,USA,18702,41.23545456,-75.86985779
28,8271 Tawny Elk Abbey,Caguas,PR,Puerto Rico,725,18.27022362,-66.0370636
29,3931 Gentle Ramp,Roseville,MI,USA,48066,41.86886215,-84.57365418
30,9699 Honey Rise,Bellflower,CA,USA,90706,33.90942383,-118.1253586
31,1564 Rocky Terrace,Caguas,PR,Puerto Rico,725,18.27526093,-66.0370636
32,4294 High Passage,Wheaton,IL,USA,60187,41.86544037,-88.10990143
33,5918 Golden Beacon Freeway,Caguas,PR,Puerto Rico,725,18.28713608,-66.03705597
34,3915 Broad Lookout,Detroit,MI,USA,48238,42.39110184,-83.13121796
35,7190 Silver Horse Glade,Dallas,TX,USA,75220,32.86539459,-96.86858368
36,830 Broad Beacon Maze,Caguas,PR,Puerto Rico,725,18.24074173,-66.03705597
37,6127 Dewy Goose Downs,Carlisle,PA,USA,17013,40.03171921,-76.87709808
38,1188 Old Abbey,Dallas,TX,USA,75228,32.81010819,-96.68649292
39,7004 Hazy Lake Townline,Caguas,PR,Puerto Rico,725,18.28604889,-66.03705597
40,2556 Umber Autoroute,Newark,DE,USA,19702,39.68188095,-75.64421082
41,3722 Thunder Cape,Panorama City,CA,USA,91402,34.15893936,-118.1809387
42,2676 Velvet Common,Caguas,PR,Puerto Rico,725,18.28294563,-66.0370636
43,833 Amber Anchor Glen,Atlanta,GA,USA,30318,33.81632614,-84.44550324
44,830 Quaking Bear Grounds,Caguas,PR,Puerto Rico,725,18.24103928,-66.0370636
45,1509 Middle Oak Isle,Fremont,CA,USA,94539,37.49027634,-121.9271088
46,9712 Fallen Robin Diversion,Caguas,PR,Puerto Rico,725,18.26469612,-66.03705597
47,8665 Sunny Deer Woods,Rochester,NY,USA,14609,43.18824005,-77.56706238
48,9879 Harvest Deer Farms,Dallas,TX,USA,75211,32.753685,-96.86553955
49,75 Sunny Grounds,Bayamon,PR,Puerto Rico,957,18.38011932,-66.18312836
50,9731 Honey Fox Towers,Caguas,PR,Puerto Rico,725,18.23557282,-66.3706131
51,7573 Golden Treasure Centre,Caguas,PR,Puerto Rico,725,18.02536774,-66.61303711
52,8369 Sunny Crossing,Caguas,PR,Puerto Rico,725,18.27383804,-66.37063599
53,1425 Fallen Fox Arbor,Caguas,PR,Puerto Rico,725,18.2848053,-66.37059021
54,2290 Crystal Pathway,Caguas,PR,Puerto Rico,725,18.29496765,-66.37050629
55,6179 Noble Panda Moor,Caguas,PR,Puerto Rico,725,18.25571251,-66.37050629
56,8205 Silver Grove Row,Caguas,PR,Puerto Rico,725,18.23466301,-66.37059784
57,7786 Middle Private,Caguas,PR,Puerto Rico,725,18.26268196,-66.37049866
58,4294 High Passage,Caguas,PR,Puerto Rico,725,18.28279495,-66.37055969
59,5274 Easy Beach,Caguas,PR,Puerto Rico,725,18.27466202,-66.37058258
60,4692 Jagged Thicket,Caguas,PR,Puerto Rico,725,18.2689991,-66.37049866
61,5161 Crystal Quail Jetty,Caguas,PR,Puerto Rico,725,18.2308178,-66.37052155
62,1465 Round Fawn Passage,Caguas,PR,Puerto Rico,725,18.26138115,-66.37056732
63,5723 Cinder Loop,Caguas,PR,Puerto Rico,725,18.23650742,-66.37051392
64,2991 Silent Deer Landing,Caguas,PR,Puerto Rico,725,18.35921478,-66.07779694
65,5086 Emerald Fox Farms,Caguas,PR,Puerto Rico,725,18.29944229,-66.37052155
66,3909 Hidden Treasure Beach,Caguas,PR,Puerto Rico,725,18.28996849,-66.37054443
67,4691 Cinder Crest,Caguas,PR,Puerto Rico,725,18.2275734,-66.04563141
68,5703 Tawny Creek Townline,Caguas,PR,Puerto Rico,725,18.2988205,-66.37059784
69,7333 Cinder Way,Caguas,PR,Puerto Rico,725,18.02538109,-66.61508179
70,9404 Heather Bluff Dale,Caguas,PR,Puerto Rico,725,18.25048637,-66.37062836
71,1632 Green Fawn Corners,Caguas,PR,Puerto Rico,725,18.24069786,-66.37055969
72,8344 Noble Mountain Gate,Caguas,PR,Puerto Rico,725,18.21209908,-66.37050629
73,7208 Bright Landing,Caguas,PR,Puerto Rico,725,18.23131371,-66.37062836
74,1393 Umber Sky Estates,Caguas,PR,Puerto Rico,725,18.29652023,-66.04867554
75,8165 Red Lane,Caguas,PR,Puerto Rico,725,18.28746414,-66.37054443
76,331 Grand Orchard,Caguas,PR,Puerto Rico,725,18.29108048,-66.37050629
77,2264 Thunder Abbey,Caguas,PR,Puerto Rico,725,18.24984551,-66.37050629
78,9082 Merry Lookout,Caguas,PR,Puerto Rico,725,18.25671768,-66.37062836
79,6468 Fallen Close,Caguas,PR,Puerto Rico,725,18.24754334,-66.0253067
80,7342 Hidden Walk,Caguas,PR,Puerto Rico,725,18.27673721,-66.37055206
81,577 Rustic Nectar Row,Caguas,PR,Puerto Rico,725,18.2968483,-66.37050629
82,5700 Little Circle,Caguas,PR,Puerto Rico,725,18.29609299,-66.37050629
83,7840 Umber Sky Villas,Caguas,PR,Puerto Rico,725,18.2105732,-66.37058258
84,7509 Iron Concession,Caguas,PR,Puerto Rico,725,18.20111656,-66.37059021
85,2199 Silver Autumn Key,Caguas,PR,Puerto Rico,725,18.21469116,-66.37051392
86,9470 Shady View Bend,Caguas,PR,Puerto Rico,725,18.28425598,-66.37058258
87,9366 Silent Nectar Highway,Caguas,PR,Puerto Rico,725,18.20666885,-66.37056732
88,4167 Stony Extension,Caguas,PR,Puerto Rico,725,18.35907555,-66.07783508
89,7370 Sleepy Way,Caguas,PR,Puerto Rico,725,18.26378822,-66.37052918
90,1613 Broad Beach,Caguas,PR,Puerto Rico,725,18.20330429,-66.37052155
91,4992 Jagged Forest Subdivision,Caguas,PR,Puerto Rico,725,18.22487068,-66.37052155
92,3216 Red Glade,Caguas,PR,Puerto Rico,725,18.25061035,-66.37062836
93,3481 Crystal Campus,Caguas,PR,Puerto Rico,725,18.27340317,-66.37052155
94,5424 Rustic Anchor Boulevard,Caguas,PR,Puerto Rico,725,18.29137993,-66.3705368
95,3567 Heather Knoll,Caguas,PR,Puerto Rico,725,18.24738884,-66.37057495
96,7958 Thunder Apple Street,Caguas,PR,Puerto Rico,725,18.27920532,-66.37055206
97,6496 Harvest Highlands,Guayama,PR,Puerto Rico,784,17.98249054,-66.1126709
98,1453 Lazy Cider Hill,Caguas,PR,Puerto Rico,725,18.24496079,-66.3705368
99,8713 Quaking Abbey,Caguas,PR,Puerto Rico,725,18.28453636,-66.37060547
100,1285 Noble Pointe,Caguas,PR,Puerto Rico,725,18.28339195,-66.37051392
101,6314 Honey Canyon,Caguas,PR,Puerto Rico,725,18.22172546,-66.37059021
102,1388 Blue Turnabout,Caguas,PR,Puerto Rico,725,18.25333214,-66.37051392
103,1122 Old Fox Lookout,Caguas,PR,Puerto Rico,725,18.22976875,-66.37052918
104,257 Iron Elk Maze,Caguas,PR,Puerto Rico,725,18.22978401,-66.37054443
105,9544 Noble Spring Route,Caguas,PR,Puerto Rico,725,18.22758102,-66.04357147
106,7094 Misty Wynd,Caguas,PR,Puerto Rico,725,18.22297287,-66.37059021
107,1025 Colonial Plaza,Caguas,PR,Puerto Rico,725,18.24120712,-66.37050629
108,2839 Grand Timber Canyon,Juana Diaz,PR,Puerto Rico,795,18.05199051,-66.50184631
109,6174 Wishing Front,Caguas,PR,Puerto Rico,725,18.20664215,-66.37052918
110,9447 Dusty Gate Centre,Caguas,PR,Puerto Rico,725,18.27825165,-66.37059784
111,6401 Shady Embers Farms,Caguas,PR,Puerto Rico,725,18.22776032,-66.37059021
112,595 Indian Path,Caguas,PR,Puerto Rico,725,18.2362442,-66.37062073
113,1820 Noble Elk Harbour,Caguas,PR,Puerto Rico,725,18.21949196,-66.37052918
114,1577 Green Vista,Caguas,PR,Puerto Rico,725,18.25289154,-66.37058258
115,9920 Little Lane,Caguas,PR,Puerto Rico,725,18.22985077,-66.37062073
116,3089 Gentle Horse Chase,Caguas,PR,Puerto Rico,725,18.22190094,-66.37052155
117,4090 Colonial End,Caguas,PR,Puerto Rico,725,18.26019096,-66.37052918
118,4601 Amber Grove Hollow,Caguas,PR,Puerto Rico,725,18.28128624,-66.37050629
119,2127 Middle Goose Mews,Caguas,PR,Puerto Rico,725,18.21101761,-66.37052918
120,8840 Harvest Towers,Caguas,PR,Puerto Rico,725,18.22019768,-66.37058258
121,8617 Cinder Mountain Forest,Caguas,PR,Puerto Rico,725,18.25534058,-66.37050629
122,5087 Crystal Hills Manor,Caguas,PR,Puerto Rico,725,18.23215866,-66.37059021
123,1548 Lazy Place,Caguas,PR,Puerto Rico,725,18.20737648,-66.37055206
124,9009 Merry Nectar Heights,Caguas,PR,Puerto Rico,725,18.27331543,-66.37060547
125,4316 Misty Way,Caguas,PR,Puerto Rico,725,18.2626648,-66.3706131
126,6324 Lazy Lane,Caguas,PR,Puerto Rico,725,18.26016426,-66.37059021
127,9198 Rocky Run,Caguas,PR,Puerto Rico,725,18.24535179,-66.37059784
128,5736 Heather Byway,Caguas,PR,Puerto Rico,725,18.21775055,-66.37060547
129,7334 Umber Expressway,Caguas,PR,Puerto Rico,725,18.29214859,-66.3706131
130,427 Grand Branch Hill,Caguas,PR,Puerto Rico,725,18.26737404,-66.37062836
131,2035 Lazy Diversion,Caguas,PR,Puerto Rico,725,18.29659462,-66.37059021
132,4520 Grand Port,Caguas,PR,Puerto Rico,725,18.27468491,-66.37056732
133,7489 Green End,Caguas,PR,Puerto Rico,725,18.21944618,-66.37057495
134,620 Thunder Creek Towers,Caguas,PR,Puerto Rico,725,18.23975563,-66.37059021
135,555 Lazy Robin Freeway,Caguas,PR,Puerto Rico,725,18.2643261,-66.37060547
136,4722 Round Embers Falls,Caguas,PR,Puerto Rico,725,18.27085495,-66.03705597
137,1836 Cozy View Orchard,Caguas,PR,Puerto Rico,725,18.23665237,-66.0370636
138,5257 Umber Field,Caguas,PR,Puerto Rico,725,18.28206062,-66.03705597
139,9079 Dewy Deer Harbour,Caguas,PR,Puerto Rico,725,18.21524239,-66.03705597
140,1284 High Apple Highlands,Caguas,PR,Puerto Rico,725,18.25598526,-66.03705597
141,9816 Grand Hills Knoll,Caguas,PR,Puerto Rico,725,18.28172112,-66.03705597
142,5301 Blue Street,Caguas,PR,Puerto Rico,725,18.23458481,-66.03705597
143,7274 Middle Wynd,Caguas,PR,Puerto Rico,725,18.25249672,-66.03704834
144,2668 Velvet Row ,Caguas,PR,Puerto Rico,725,18.25508499,-66.03705597
145,567 Fallen Pines ,Caguas,PR,Puerto Rico,725,18.28042221,-66.0370636
146,9870 Little Hickory Loop,Caguas,PR,Puerto Rico,725,18.23288918,-66.0370636
147,5763 Green Crossing ,Caguas,PR,Puerto Rico,725,18.22864342,-66.0370636
148,4854 Tawny Cove,Caguas,PR,Puerto Rico,725,18.29532433,-66.03705597
149,8297 Golden Green ,Caguas,PR,Puerto Rico,725,18.24217796,-66.0370636
150,7293 Lazy Hill,Caguas,PR,Puerto Rico,725,18.25569725,-66.0370636
151,8967 Sleepy Lane,Caguas,PR,Puerto Rico,725,18.26639938,-66.0370636
152,6370 Emerald Row ,Caguas,PR,Puerto Rico,725,18.23524284,-66.03705597
153,3065 Foggy Horse Port,Caguas,PR,Puerto Rico,725,18.25786781,-66.03705597
154,1393 Umber Sky Estates,Caguas,PR,Puerto Rico,725,18.22337914,-66.03705597
155,5493 Burning Horse Heath,Caguas,PR,Puerto Rico,725,18.23107529,-66.03705597
156,529 Blue Grove Rise,Caguas,PR,Puerto Rico,725,18.26862907,-66.03705597
157,4462 Little Lagoon Route,Caguas,PR,Puerto Rico,725,18.22708893,-66.0370636
158,9854 Jagged Impasse,Caguas,PR,Puerto Rico,725,18.23437882,-66.03705597
159,5336 Sleepy Sky Common,Caguas,PR,Puerto Rico,725,18.29236603,-66.0370636
160,3836 Blue Brook Stead,Caguas,PR,Puerto Rico,725,18.21356773,-66.0370636
161,4896 Honey Wood ,Caguas,PR,Puerto Rico,725,18.2920475,-66.0370636
162,4592 Grand Timber Ramp,Caguas,PR,Puerto Rico,725,18.24609184,-66.0370636
163,146 Middle Terrace,Caguas,PR,Puerto Rico,725,18.20939446,-66.03705597
164,3710 Little Nook ,Caguas,PR,Puerto Rico,725,18.29184341,-66.03704834
165,9598 Cinder Close,Caguas,PR,Puerto Rico,725,18.2275734,-66.0437088
166,6998 Old Treasure Crossing,Caguas,PR,Puerto Rico,725,18.28542137,-66.37056732
167,100 Jagged Cloud Pathway,Caguas,PR,Puerto Rico,725,18.24692345,-66.37057495
168,8110 Old Place,Caguas,PR,Puerto Rico,725,18.23379898,-66.37056732
169,9221 Cotton Butterfly Terrace,Caguas,PR,Puerto Rico,725,18.23220825,-66.37062836
170,4110 Quaking Abbey,Caguas,PR,Puerto Rico,725,18.26521111,-66.37055206
171,6574 Shady Horse Wood,Caguas,PR,Puerto Rico,725,18.28570366,-66.37050629
172,4555 Amber Apple Cape,Caguas,PR,Puerto Rico,725,18.2968502,-66.37062836
173,3675 Emerald Goose Bank,Freeport,NY,USA,11520,40.65486527,-73.58707428
174,9375 Harvest Circuit,Fort Washington,MD,USA,20744,38.74266434,-76.9917984
175,3993 Thunder Hills Port,Bakersfield,CA,USA,93304,35.36254501,-119.0186996
176,9414 Thunder Island Court,Corona,NY,USA,11368,40.74210739,-73.86962128
177,7573 Cozy Goose Road,Cincinnati,OH,USA,45238,39.28849411,-84.3551178
178,5985 Silent Leaf Vale,Germantown,MD,USA,20874,39.1836586,-77.26545715
179,1230 Crystal Lookout,Carrollton,TX,USA,75006,32.96593094,-96.84902191
180,6350 Lost Hollow,Houston,TX,USA,77093,29.83435631,-95.33792877
181,4898 Red Butterfly Autoroute,Carlisle,PA,USA,17013,40.2372818,-76.96795654
182,7312 Crystal Willow Villas,Los Angeles,CA,USA,90023,34.20339966,-118.6059036
183,9595 Blue Promenade,Ewa Beach,HI,USA,96706,21.31185532,-158.0046844
184,1790 Noble Brook Run,Lakewood,NJ,USA,8701,40.09635925,-74.21524048
185,2459 Round Spring Towers,Rome,NY,USA,13440,43.21662521,-75.45603943
186,690 Colonial Pine Passage,Vista,CA,USA,92083,33.21121979,-117.2510605
187,739 Jagged Goose Street,Fort Worth,TX,USA,76106,32.8013916,-97.3302536
188,29 Gentle Spring Mews,Fond Du Lac,WI,USA,54935,43.78569031,-88.47438049
189,5532 Tawny Pines,Philadelphia,PA,USA,19139,39.79661942,-75.47006989
190,4502 Hazy Run,Ontario,CA,USA,91764,34.07656479,-117.61409
191,6026 Stony Elk Hill,Oviedo,FL,USA,32765,28.62217712,-81.20755768
192,4903 Lazy Parkway,Buffalo,NY,USA,14221,42.9666214,-78.74194336
193,3902 Foggy Swale,Honolulu,HI,USA,96822,21.30562019,-157.8386993
194,990 Dewy Crest,Oceanside,CA,USA,92056,33.18587494,-117.3658524
195,9899 Hazy Falls,North Tonawanda,NY,USA,14120,43.02910233,-78.87342072
196,7449 Merry Chase,Clovis,CA,USA,93611,36.82690048,-119.6776962
197,7694 Velvet Turnabout,Jamaica,NY,USA,11434,40.70170975,-73.80841827
198,1585 Stony Rabbit Hollow,Granite City,IL,USA,62040,38.69002152,-90.14477539
199,2289 Cozy Promenade,Medford,MA,USA,2155,42.41968918,-71.10621643
200,830 Clear Sky Vale,Pomona,CA,USA,91766,34.04991913,-117.7161026
201,2833 Clear Valley,Tempe,AZ,USA,85281,33.41519928,-111.9199905
202,4682 Cozy Freeway,Santa Ana,CA,USA,92703,33.74279404,-117.8847504
203,4196 Noble Beacon Mews,York,PA,USA,17402,39.9602356,-76.67675781
204,231 Bright Alley,Aurora,CO,USA,80010,39.74543381,-104.8753815
205,3926 Stony Gardens,Simi Valley,CA,USA,93065,34.27391052,-118.7662125
206,3632 Fallen Pioneer Isle,Silver Spring,MD,USA,20904,39.04636002,-76.98272705
207,1070 Dusty Beacon Maze,Saint Paul,MN,USA,55124,44.72552109,-93.20613098
208,469 Crystal Anchor Mountain,San Antonio,TX,USA,78201,29.45598984,-98.52809143
209,3601 Cozy Creek Trail,Philadelphia,PA,USA,19143,39.95672989,-75.19525909
210,7007 Quiet Via,Philadelphia,PA,USA,19149,40.03775024,-75.06806183
211,2515 Burning Boulevard,Bronx,NY,USA,10466,40.86353684,-73.87049866
212,2127 Cozy Deer Bank,Greenville,NC,USA,27858,35.60034943,-77.33486939
213,3593 Easy Embers Field,Morristown,NJ,USA,7960,40.80119324,-74.48561096
214,9900 Hidden Rise Downs,San Diego,CA,USA,92115,32.77627945,-117.1342163
215,1055 Crystal Woods,Oxnard,CA,USA,93030,34.19039154,-119.177803
216,5365 Tawny Apple Limits,Miami,FL,USA,33147,25.82507515,-80.19588471
217,4845 Thunder Embers Hollow,Albuquerque,NM,USA,87111,35.13143921,-106.5452042
218,5154 Honey Bend,Amarillo,TX,USA,79109,35.18754196,-101.8676224
219,6715 Gentle Horse Row,Lutz,FL,USA,33549,28.08681297,-82.43898773
220,6412 Crystal View Townline,Bend,OR,USA,97701,44.07210541,-12.13232708
221,263 Harvest Wood,East Brunswick,NJ,USA,8816,40.41255188,-74.41832733
222,7111 Cotton Blossom Estates,Lancaster,SC,USA,29720,34.85777283,-80.84423828
223,3005 Bright Maze,Ontario,CA,USA,91762,34.06832504,-117.6557541
224,5657 Lost Expressway,Houston,TX,USA,77015,29.7805748,-95.17199707
225,183 Velvet Grove Towers,Hampton,VA,USA,23666,37.05174255,-76.40163422
226,2275 Rustic Impasse,New York,NY,USA,10016,40.74559021,-73.97927856
227,8279 Bright Fox Highway,Porterville,CA,USA,93257,35.93829727,-118.9438477
228,2792 Middle Mount,Portland,OR,USA,97223,45.59825897,-12.27242851
229,6414 Jagged Sky Gardens,Strongsville,OH,USA,44136,41.3469696,-81.82631683
230,4849 Clear Blossom Turnabout,El Paso,TX,USA,79927,31.65174103,-106.2676239
231,8248 Clear Glade,Del Rio,TX,USA,78840,29.77310181,-100.6121979
232,4606 Umber Range,Buffalo,NY,USA,14221,42.9666214,-78.74194336
233,2058 Quaking Oak Common,Bountiful,UT,USA,84010,40.86649323,-111.8493271
234,5131 Gentle Limits,Kent,WA,USA,98031,47.39371109,-122.2228317
235,9595 Iron Orchard,Chicago,IL,USA,60620,41.74866486,-87.66320038
236,6797 Quiet Mountain Rise,Plymouth,MA,USA,2360,41.95851135,-70.66861725
237,340 Velvet Barn Gate,Far Rockaway,NY,USA,11691,40.59949493,-73.76248169
238,569 Hazy Wynd,Houston,TX,USA,77088,29.66958237,-95.24147034
239,5768 Jagged Zephyr Port,Philadelphia,PA,USA,19124,40.01562119,-75.08410645
240,1021 Silver Log Cape,Simi Valley,CA,USA,93065,34.27391052,-118.7662125
241,2002 Noble Crescent,Detroit,MI,USA,48227,42.39807892,-83.20157623
242,7262 Emerald Boulevard,Garden Grove,CA,USA,92840,33.77366638,-118.0033035
243,9176 Shady Barn Jetty,San Diego,CA,USA,92105,32.74953461,-117.1046524
244,3670 Broad Mountain Link,Chicago,IL,USA,60609,41.89551926,-87.71821594
245,7126 Hazy Berry Mount,Placentia,CA,USA,92870,33.99459839,-117.9534302
246,4845 Thunder Embers Hollow,San Jose,CA,USA,95148,37.32554245,-121.7993469
247,1134 Misty River Woods,Honolulu,HI,USA,96822,21.30562019,-157.8386993
248,5808 Silver Rise Circuit,Mentor,OH,USA,44060,41.71363831,-81.36167908
249,3180 Golden Cider Circle,Santa Clara,CA,USA,95051,37.34306717,-121.9839325
250,5593 Indian Trail,Union,NJ,USA,7083,33.68896103,-117.9957428
251,1987 Grand Alley,Long Beach,CA,USA,90805,33.79319763,-118.1895294
252,4463 Cotton Quail Forest,Westminster,CA,USA,92683,33.75820923,-118.0019073
253,5875 Grand Campus,Pompano Beach,FL,USA,33068,26.21472931,-80.23004913
254,1010 Rustic Fox View,Azusa,CA,USA,91702,34.13932037,-117.9074402
255,1430 Easy Spring Key,Fort Lauderdale,FL,USA,33324,26.0984993,-80.27095032
256,3050 Crystal Fawn Green,San Antonio,TX,USA,78201,29.46007919,-98.52754211
257,3139 Golden Autumn Byway,Princeton,NJ,USA,8540,40.35742188,-74.64842224
258,3356 Crystal Farm,Perth Amboy,NJ,USA,8861,40.50980377,-74.26966858
259,8473 Crystal Hickory Path,Miami,FL,USA,33162,25.93001556,-80.16291046
260,874 Thunder Front,Loveland,OH,USA,45140,39.27056122,-84.27059174
261,9627 Little Terrace,Virginia Beach,VA,USA,23455,36.91083145,-76.12958527
262,9295 Emerald Downs,Louisville,KY,USA,40214,38.15983963,-85.59026337
263,8400 Clear Wagon  Row,Lockport,NY,USA,14094,43.16891098,-78.69216156
264,5420 Crystal Hill,Chicago,IL,USA,60608,41.89491653,-87.76180267
265,4047 Grand Port,Staten Island,NY,USA,10314,40.58441544,-74.15991974
266,6575 Quiet Loop,Tucson,AZ,USA,85719,32.27982712,-110.9582291
267,4317 Emerald Bay,Plymouth,MA,USA,2360,41.92736816,-70.7484436
268,5325 Amber Blossom Way,Cleveland,OH,USA,44120,41.47653961,-81.72341919
269,3065 Foggy Horse Port,Bronx,NY,USA,10458,40.87030411,-73.87062073
270,3867 Middle Leaf By-pass,Webster,NY,USA,14580,42.42012024,-79.31320953
271,6332 Round Range,Stockton,CA,USA,95207,37.92684937,-121.3893051
272,6826 Quiet Lane,Amarillo,TX,USA,79109,35.18754196,-101.8676224
273,3882 Golden Maze,Martinsburg,WV,USA,25401,39.45571137,-77.96917725
274,1102 Misty Rabbit Alley,Cumberland,MD,USA,21502,39.6300354,-78.74319458
275,8581 Blue Crescent,Pekin,IL,USA,61554,40.56959915,-89.64508057
276,2749 Emerald Glen,Tallahassee,FL,USA,32308,30.49767876,-84.23183441
277,7320 Wishing Rise Mall ,Jacksonville,FL,USA,32225,30.35342217,-81.51309204
278,3087 Hazy Glen,Woonsocket,RI,USA,2895,42.00220108,-71.51410675
279,125 Easy Lake Close,Stockton,CA,USA,95206,38.1355629,-121.2693405
280,4263 Cozy Embers Ledge,Lithonia,GA,USA,30058,33.71007919,-84.11247253
281,9725 Cotton Forest,Oak Lawn,IL,USA,60453,41.7158165,-87.7405777
282,1915 Thunder Hickory Freeway,Detroit,MI,USA,48213,42.39391327,-83.00836945
283,1098 Fallen By-pass,Alhambra,CA,USA,91801,34.10591126,-118.1196442
284,8271 Foggy Horse Inlet,New Haven,CT,USA,6511,42.34568787,-83.52059174
285,3046 Broad Sky Dale,North Tonawanda,NY,USA,14120,43.02910233,-78.87342072
286,1200 Silent Bend,Phoenix,AZ,USA,85029,33.58987427,-112.1163712
287,8768 Shady Arbor,Kenner,LA,USA,70065,30.0380249,-90.25691986
288,3361 Little Ledge,Washington,PA,USA,15301,40.33852005,-80.1289444
289,2088 Emerald Downs,Holland,MI,USA,49423,29.50280953,-98.5945282
290,5263 Middle Road,Morrisville,PA,USA,19067,40.20738983,-74.79347992
291,7111 Cotton Blossom Estates,Memphis,TN,USA,38128,35.21362686,-89.82608032
292,9419 Cinder Hickory Towers,Federal Way,WA,USA,98023,47.30304337,-122.3528137
293,4212 Cozy Corners,San Diego,CA,USA,92113,32.69542313,-117.0990067
294,3614 Misty Mall ,Chicago,IL,USA,60626,42.0063591,-87.66739655
295,8706 Harvest Green,Los Angeles,CA,USA,90027,34.12594605,-118.2910156
296,3193 Gentle Circuit,Bronx,NY,USA,10457,40.87142944,-73.87063599
297,7358 Rocky Villas,Long Beach,CA,USA,90805,33.56687927,-117.7633209
298,112 Green Fawn Estates,Chicago,IL,USA,60637,41.88238525,-88.20149994
299,7094 Round Carrefour,West Covina,CA,USA,91790,34.06787491,-117.9273758
300,3367 Easy Pines,Ventura,CA,USA,93003,34.24124908,-119.1945419
301,4776 Crystal River Stead,Washington,DC,USA,20009,38.91826248,-77.03946686
302,7312 Umber Prairie Wynd,Valrico,FL,USA,33594,27.96565437,-82.25280762
303,1221 Cinder Pines,Kaneohe,HI,USA,96744,21.41555023,-157.803894
304,8824 Noble View Valley,Ventura,CA,USA,93003,34.26494217,-119.218605
305,2720 Stony Field,Brooklyn,NY,USA,11218,40.64059448,-73.97518921
306,698 Colonial Way,Oceanside,CA,USA,92057,33.22548676,-117.3070679
307,7409 Cotton Manor,Fort Worth,TX,USA,76116,32.73230743,-97.47290802
308,5731 Cinder Horse Court,Brooklyn,NY,USA,11218,40.64059448,-73.97518921
309,72 Noble Path,Cleveland,OH,USA,44120,41.48426819,-81.5922699
310,923 Amber Grounds,Philadelphia,PA,USA,19145,39.92448425,-75.1757431
311,3901 Iron Parade,Lodi,CA,USA,95240,38.11602402,-121.3637238
312,4915 Lazy Pine Bay,Bakersfield,CA,USA,93308,35.40139771,-119.0448837
313,654 Gentle Acres,Philadelphia,PA,USA,19143,39.94662857,-75.21822357
314,7581 Cinder Link,Long Beach,CA,USA,90813,33.78245163,-118.1922455
315,6001 Iron Diversion,San Jose,CA,USA,95122,37.3288765,-121.8501511
316,9198 Blue Swale,Murfreesboro,TN,USA,37130,35.75965881,-86.26461029
317,3358 Middle Ridge,Carlsbad,CA,USA,92009,33.0895195,-117.2552032
318,9785 Silver Hickory Walk,Hamilton,OH,USA,45011,39.3985405,-84.55661774
319,9391 Little Leaf Ramp,Houston,TX,USA,77083,29.69653702,-95.6459198
320,3810 Honey Swale,New York,NY,USA,10031,40.82476044,-73.94992065
321,5166 Middle Circuit,Hayward,CA,USA,94541,37.67551041,-122.0496826
322,2269 High Limits,Bridgeton,NJ,USA,8302,39.42603684,-75.23985291
